Key,zh,en,es
TOWERDEFENSE_PLANT_PLANTERNTANGLEKELP_HANDBOOK_STORY,通过拜访一位隐居沼泽森林的精灵，缠绕灯草成功学会了释放光环。\n“啊哈！现在我是海上最亮的仔！”,,

TOWERDEFENSE_PLANT_SEASTAR_NAME,海洋星,Sea Star,Sea Star
TOWERDEFENSE_PLANT_SEASTAR_EXPRESTION,拥有寒冰力量的海洋之星！,,
TOWERDEFENSE_PLANT_SEASTAR_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-12[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20×（1~5）/2s（每个方向）[/color]\n范围：[color=cc241d]五个角度方向[/color]\n特性：[color=cc241d]两栖植物[/color]\n特点：[color=cc241d]场上每触发一次寒冰菇效果，所有海洋星获得强化：每个方向子弹数量+1，最多为5颗[/color],,
TOWERDEFENSE_PLANT_SEASTAR_HANDBOOK_STORY,海洋星对于“杨桃”的学名感到困扰，他总是强调：“我是在水里的，是海星！”\n“好的，水杨桃。”其他植物说道。,,

TOWERDEFENSE_PLANT_ICESQUASH_NAME,冰菇窝瓜,Ice Squash,Ice Squash
TOWERDEFENSE_PLANT_ICESQUASH_EXPRESTION,冰菇窝瓜会压扁第一个接近它的僵尸，并冻结全场。,,
TOWERDEFENSE_PLANT_ICESQUASH_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-13[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800[/color]\n范围：[color=cc241d]自身前后一格[/color]\n特点：[color=cc241d]压扁接近它的僵尸，并释放寒冰菇效果（冻结全屏僵尸3秒+减速15秒）[/color],,
TOWERDEFENSE_PLANT_ICESQUASH_HANDBOOK_STORY,这是窝瓜困在冰箱2000年后变成的样子。你问他怎么回到现在的？我们发现冰菇窝瓜时还发现了一小块传送机的碎片。,,
TOWERDEFENSE_PLANT_ICESQUASH_CUSTOM_1_NAME,冰冻回忆,,
TOWERDEFENSE_PLANT_ICESQUASH_CUSTOM_1_ACCESS,商店购买（价格5000）,,
TOWERDEFENSE_PLANT_ICESQUASH_CUSTOM_1_STORY,一个经典的“冬瓜”造型,,

TOWERDEFENSE_PLANT_CATFLOWER_NAME,小猫向日葵,Cat Flower,Cat Flower
TOWERDEFENSE_PLANT_CATFLOWER_EXPRESTION,小猫最喜欢晒太阳了！,,
TOWERDEFENSE_PLANT_CATFLOWER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-14[/color]\n\n韧性：[color=cc241d]300[/color]\n生产：[color=cc241d]25阳光/25秒[/color]\n威力：[color=cc241d]100/10s[/color]\n范围：[color=cc241d]全屏追踪[/color]\n特点：[color=cc241d]发射追踪的小阳光子弹，击中僵尸后掉落15阳光[/color],,
TOWERDEFENSE_PLANT_CATFLOWER_HANDBOOK_STORY,“这是豌豆射手给我的猫猫装扮。”向日葵说，“他觉得我戴上挺好看的。”不过副作用就是她不时会发出汪汪的叫声，演唱会也变得一团糟。\n“那本应是我们发出的叫声！”一位粉丝说到。,,

TOWERDEFENSE_PLANT_CATPUMPKIN_NAME,猫窝,Cat bed,Cat bed
TOWERDEFENSE_PLANT_CATPUMPKIN_EXPRESTION,猫窝和猫砂盆都是猫猫的必备品。,,
TOWERDEFENSE_PLANT_CATPUMPKIN_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-15[/color]\n\n韧性：[color=cc241d]4000[/color]\n威力：[color=cc241d]20×2/1.5s[/color]\n特性：[color=cc241d]保护植物、两栖植物[/color]\n特点：[color=cc241d]使种在猫窝内的猫尾草类植物攻速翻倍[/color],,
TOWERDEFENSE_PLANT_CATPUMPKIN_HANDBOOK_STORY,“其实香蒲的可塑性非常强，只要稍微整顿一下…看，一个完美的新物种就诞生了。”\n“对了，不要把僵尸猫放进猫窝，谢谢。”,,

TOWERDEFENSE_PLANT_COFFEELEAF_NAME,咖啡伞,Coffee leaf,Coffee leaf
TOWERDEFENSE_PLANT_COFFEELEAF_EXPRESTION,咖啡伞能保护邻近的植物不被蹦极僵尸和投石车僵尸所伤害。,,
TOWERDEFENSE_PLANT_COFFEELEAF_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-1[/color]\n\n韧性：[color=cc241d]300[/color]\n范围：[color=cc241d]自身为中心3×3范围[/color]\n特性：[color=C71585]悬浮植物、唤醒本格植物[/color]\n特点：[color=cc241d]具有保护伞效果：保护范围内植物不受僵尸空降、蹦极僵尸、投石车僵尸的影响[/color],,
TOWERDEFENSE_PLANT_COFFEELEAF_HANDBOOK_STORY,尽管白天很少会下雨，但这并不影响咖啡豆打伞——只有咖啡伞自己知道，这“伞”是它努力护发应得的成果。至于杂交技术？那不重要。,,
TOWERDEFENSE_PLANT_COFFEELEAF_CUSTOM_1_NAME,全息护盾,,
TOWERDEFENSE_PLANT_COFFEELEAF_CUSTOM_1_ACCESS,每日挑战 2026/1月 累计完成7天,,
TOWERDEFENSE_PLANT_COFFEELEAF_CUSTOM_1_STORY,依靠先进的力场技术完成防护。别忘了给它充电！,,

TOWERDEFENSE_PLANT_CABBAGECOB_NAME,玉米卷迫击炮,Cabbage Cob Mortar,Cabbage Cob Mortar
TOWERDEFENSE_PLANT_CABBAGECOB_EXPRESTION,向僵尸投射包裹卷心菜或黄油的炮弹。,,
TOWERDEFENSE_PLANT_CABBAGECOB_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-2[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]80/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]①炮弹命中后向3×3范围随机散落8枚卷心菜\n②有15%概率发射黄油炮弹，会随机散落8枚黄油[/color],,
TOWERDEFENSE_PLANT_CABBAGECOB_HANDBOOK_STORY,尽管身负功勋、被卷心菜家族视为荣耀，玉米卷迫击炮的归田生活却似乎并不快乐。“老大他教我战斗、为我庆祝生日…”回想起故人，玉米卷迫击炮叹了口气，“你说他那么好的一个玉米，怎么就……搬去敬老院了？这乡下的环境哪里不好了！”,,

TOWERDEFENSE_PLANT_MELONNUT_NAME,西瓜坚果,Watermelon Nut,Watermelon Nut
TOWERDEFENSE_PLANT_MELONNUT_EXPRESTION,西瓜坚果可以对成群的僵尸造成巨大伤害。,,
TOWERDEFENSE_PLANT_MELONNUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-3[/color]\n\n韧性：[color=cc241d]4000[/color]\n威力：[color=cc241d]80/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]向前方投掷西瓜攻击僵尸[/color],,
TOWERDEFENSE_PLANT_MELONNUT_HANDBOOK_STORY,个人第一次见到他都会疑惑他到底是西瓜还是坚果，但是他坚定认为自己是西瓜:“你看看我，我肯定是西瓜不是坚果，这有什么可以疑惑的？”但是一到夏天他又会认为自己是坚果，非常奇怪。,,
TOWERDEFENSE_PLANT_MELONNUT_CUSTOM_1_NAME,防弹钢盔,,
TOWERDEFENSE_PLANT_MELONNUT_CUSTOM_1_ACCESS,每日挑战 2025/12月 累计完成14天,,
TOWERDEFENSE_PLANT_MELONNUT_CUSTOM_1_STORY,不锈钢锅改造的头盔+仿生学防毒面罩，据说最早用于防御弹弓和鸟类的打击,,

TOWERDEFENSE_PLANT_GARLICCHOMPER_NAME,大蒜大嘴花,Garlic Chomper,Garlic Chomper
TOWERDEFENSE_PLANT_GARLICCHOMPER_EXPRESTION,大蒜大嘴花最爱吃大蒜了！,,
TOWERDEFENSE_PLANT_GARLICCHOMPER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-5[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]80/1.5s（啃咬）[/color]\n范围：[color=cc241d]前方一格[/color]\n特性：[color=cc241d]大蒜[/color]\n特点：[color=cc241d]\n①能够吞噬小型车类僵尸\n②自身具有大蒜效果，啃咬僵尸也会赋予大蒜效果[/color],,
TOWERDEFENSE_PLANT_GARLICCHOMPER_HANDBOOK_STORY,大蒜大嘴花总是闻起来像是刚从意大利餐厅走出来。它的口号是“闻起来就是力量”，虽然这经常让旁边的植物保持距离。它喜欢在阳光下晒太阳，但它的邻居们总是抱怨说：“你能去别的地方晒吗？”无论如何，大蒜大嘴花都乐观地认为，强烈的气味只是一种天然的社交距离工具。,,

TOWERDEFENSE_PLANT_NUTLEAF_NAME,坚果保护伞,Nutleaf,Nutleaf
TOWERDEFENSE_PLANT_NUTLEAF_EXPRESTION,张开伞叶，拦截周围跳跃的僵尸。,,
TOWERDEFENSE_PLANT_NUTLEAF_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-6[/color]\n\n韧性：[color=cc241d]4000[/color]\n范围：[color=cc241d]自身为中心3×3范围[/color]\n特性：[color=cc241d]可以阻挡僵尸跳跃[/color]\n特点：[color=cc241d]①阻止僵尸在自身所在位置搭梯\n②可以拦截保护范围内能够跳跃的僵尸，消除其跳跃能力[/color],,
TOWERDEFENSE_PLANT_NUTLEAF_HANDBOOK_STORY,坚果保护伞从小练就了一身独特的拦截本领。他最喜欢在拦截那些试图跳过的僵尸时，喊上一句他最喜欢的台词：“You! Shall Not! Pass!!,,

TOWERDEFENSE_PLANT_POTATOCOBCANNON_NAME,土豆加农炮,Potato Cannon,Potato Cannon
TOWERDEFENSE_PLANT_POTATOCOBCANNON_EXPRESTION,点击土豆加农炮以发射一枚土豆雷。,,
TOWERDEFENSE_PLANT_POTATOCOBCANNON_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-7[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800/30秒（装填时间）[/color]\n范围：[color=cc241d]单格（点击区域）[/color]\n特点：[color=cc241d]①在目标地面安装一枚出土的阳光土豆雷，若落点无法种植土豆雷，则立即爆炸并产生50点阳光\n②重新装填需要30秒[/color],,
TOWERDEFENSE_PLANT_POTATOCOBCANNON_HANDBOOK_STORY,“你总是这么懒惰，到最后一刻才跟僵尸动手！”其它植物指责土豆雷，但土豆雷懒得搭理他们。\n直到今天，众植物才突然发现，原来土豆雷偷偷考上了跟玉米加农炮一样的哈佛大学法律专业，现在他俩是舍友！,,

TOWERDEFENSE_PLANT_POTSPIKE_NAME,地刺花盆,Thorny flower pot,Thorny flower pot
TOWERDEFENSE_PLANT_POTSPIKE_EXPRESTION,一个很不起眼，但是扎脚的花盆。,,
TOWERDEFENSE_PLANT_POTSPIKE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-8[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]单格[/color]\n特性：[color=cc241d]低矮植物、可在裸地上承载植物、不被僵尸啃食[/color]\n特点：[color=cc241d]可以对经过的僵尸造成伤害，并能爆胎一次车辆[/color]\n亡语：[color=cc241d]变成原版花盆[/color],,
TOWERDEFENSE_PLANT_POTSPIKE_HANDBOOK_STORY,僵尸经常质疑为什么地刺花盆不会扎到盆里的植物，却没有注意到他的尖刺都长在盆的外沿——他也有自己的温柔。,,
TOWERDEFENSE_PLANT_POTSPIKE_CUSTOM_1_NAME,荆棘蔷薇,,
TOWERDEFENSE_PLANT_POTSPIKE_CUSTOM_1_ACCESS,每日挑战 2026/1月 累计完成14天,,
TOWERDEFENSE_PLANT_POTSPIKE_CUSTOM_1_STORY,花朵虽美，请勿采摘。看似不起眼的荆棘是沉默的护花使者。,,

TOWERDEFENSE_PLANT_SUNPULT_NAME,阳光菇投手,Sunshroom Pult,Sunshroom Pult
TOWERDEFENSE_PLANT_SUNPULT_EXPRESTION,阳光菇投手可以投掷阳光菇进行攻击。,,
TOWERDEFENSE_PLANT_SUNPULT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-10[/color]\n\n韧性：[color=cc241d]300[/color]\n生产：[color=cc241d]15阳光/25秒，长大后变为25阳光/25秒[/color]\n威力：[color=cc241d]40/3s，长大后变为80/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]需要60秒时间成长[/color],,
TOWERDEFENSE_PLANT_SUNPULT_HANDBOOK_STORY,投出自己的兄弟，这在别的植物眼里特别奇怪，尽管已经有西瓜投手投西瓜这种例子，但蘑菇投手，大家还是第一次见。“那只是一个塑料仿制品而已啦…”阳光菇投手说，他的投篮也是从卷心菜投手那买的。,,
TOWERDEFENSE_PLANT_SUNPULT_CUSTOM_1_NAME,冬日暖阳,,
TOWERDEFENSE_PLANT_SUNPULT_CUSTOM_1_ACCESS,每日挑战 2025/11月 累计完成7天,,
TOWERDEFENSE_PLANT_SUNPULT_CUSTOM_1_STORY,特效：[color=cc241d]\n装扮该皮肤时，阳光菇投手发射的阳光菇子弹也会戴上小帽子\n（仅外观变化，实际伤害和性质不变）[/color]\n\n“来打雪仗吧！”\n话是这么说，但他扔的还是蘑菇。,,

TOWERDEFENSE_PLANT_SUNPEASHOOTER_NAME,骄阳豌豆射手,Sun PeaShooter,Sun PeaShooter
TOWERDEFENSE_PLANT_SUNPEASHOOTER_EXPRESTION,骄阳豌豆射手可以生产阳光和发射骄阳火球。,,
TOWERDEFENSE_PLANT_SUNPEASHOOTER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-11[/color]\n\n韧性：[color=cc241d]300[/color]\n生产：[color=cc241d]50阳光/25秒[/color]\n威力：[color=cc241d]40/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]骄阳火球具有25%的溅射伤害，且最多穿透3个僵尸，且不会抵消冻结和减速效果[/color],,
TOWERDEFENSE_PLANT_SUNPEASHOOTER_HANDBOOK_STORY,作为目前阳光俱乐部的唯一一名豌豆家族成员，他为此深感骄傲。“俱乐部的各位没有意识到阳光除了种植之外，还具有强大的热能。”,,

TOWERDEFENSE_PLANT_JALATORCH_NAME,火炬辣椒,Jalatorch,Jalatorch
TOWERDEFENSE_PLANT_JALATORCH_EXPRESTION,燃烧一竖列僵尸，并留下可点燃豌豆的烈焰。,,
TOWERDEFENSE_PLANT_JALATORCH_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-12[/color]\n\n韧性：[color=cc241d]300[/color]\n烈焰豌豆：[color=cc241d]80（50%单格溅射火焰伤害）[/color]\n威力：[color=cc241d]1800（灰烬伤害）[/color]\n灼烧：[color=cc241d]80/1.5s（火焰伤害）[/color]\n范围：[color=cc241d]竖列一行[/color]\n特点：[color=cc241d]\n①释放后会残留一列15秒的烈焰，烈焰可以保护所在格的植物免疫冻结和减速效果，并能灼烧路过的僵尸，会抵消僵尸身上的冻结与减速效果\n②残留的烈焰可以将豌豆类子弹点燃成烈焰豌豆：伤害80，会抵消减速与冻结效果[/color],,
TOWERDEFENSE_PLANT_JALATORCH_HANDBOOK_STORY,“这是我的新发型！”火炬辣椒向其他植物炫耀着。他非常得意这个发型，不过令他难过的是，每次种下后都会脱发。,,

TOWERDEFENSE_PLANT_THREEPEATERG_NAME,大蒜三线射手,Threepeater Garlic,Threepeater Garlic
TOWERDEFENSE_PLANT_THREEPEATERG_EXPRESTION,驱赶两侧的僵尸，并使前方的僵尸中毒！,,
TOWERDEFENSE_PLANT_THREEPEATERG_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-13[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方三行[/color]\n特性：[color=cc241d]使僵尸换行或中毒[/color]\n特点：[color=cc241d]①上下两路子弹70%概率为大蒜子弹，30%概率为毒蒜子弹；中路固定为毒蒜子弹\n②大蒜子弹会使僵尸换行（车辆、boss、免控僵尸除外）\n③毒蒜子弹会为单格范围内所有僵尸附加3秒中毒（不会换行）[/color],,
TOWERDEFENSE_PLANT_THREEPEATERG_HANDBOOK_STORY,大蒜三线射手想要组队参加“第三届杂交植物选美大赛”，她们认为自己“一白遮百丑”。“蒜了吧。”僵尸们对此捂着鼻子评价道。,,

TOWERDEFENSE_PLANT_CALTROPSNOW_NAME,寒冰地刺,Snow Caltrop,Snow Caltrop
TOWERDEFENSE_PLANT_CALTROPSNOW_EXPRESTION,能减速和冻结僵尸的地刺~,,
TOWERDEFENSE_PLANT_CALTROPSNOW_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-14[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]单格[/color]\n特点：[color=cc241d]对经过的僵尸造成伤害、附带减速效果，并有15%的概率冻结僵尸[/color]\n消失：[color=cc241d]释放一次寒冰菇效果（消失效果无法由铲子触发）[/color],,
TOWERDEFENSE_PLANT_CALTROPSNOW_HANDBOOK_STORY,地刺不知道从哪里看到了一句话：“我这一辈子如履薄冰，你说我能走到对岸吗？”它很喜欢这句话，甚至为此去了趟南极，终于让僵尸们体会到了“如履薄冰”的感受。,,

TOWERDEFENSE_PLANT_ICECACTUS_NAME,寒冰仙人掌,Ice Cactus,Ice Cactus
TOWERDEFENSE_PLANT_ICECACTUS_EXPRESTION,三行发射寒冰尖刺，造成大面积减速。,,
TOWERDEFENSE_PLANT_ICECACTUS_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-15[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方三行[/color]\n特点：[color=cc241d]\n①寒冰尖刺最多穿透攻击3只僵尸，且附带减速效果\n②可以长高攻击飞行僵尸，对空子弹数量翻倍[/color],,
TOWERDEFENSE_PLANT_ICECACTUS_HANDBOOK_STORY,“我只是有点感冒！只是在打喷嚏而已。干嘛用这种眼神看着我？”寒冰仙人掌说，“拜托，沙漠的夜晚也是相当寒冷的！”,,
TOWERDEFENSE_PLANT_ICECACTUS_CUSTOM_1_NAME,寒锋上将,,
TOWERDEFENSE_PLANT_ICECACTUS_CUSTOM_1_ACCESS,每日挑战 2026/1月 累计完成28天,,
TOWERDEFENSE_PLANT_ICECACTUS_CUSTOM_1_STORY,面对敌人就像看上去那样【冷酷】。,,

TOWERDEFENSE_PLANT_NULL_NAME,大蒜花盆,Garlic pot,Garlic pot
TOWERDEFENSE_PLANT_NULL_EXPRESTION,为本格所有植物染上蒜味！,,
TOWERDEFENSE_PLANT_NULL_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-1[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]----[/color]\n范围：[color=cc241d]单格[/color]\n特性：[color=C71585]大蒜植物、底座植物[/color]\n\n特点：[color=cc241d]\n使本格的其他植物也同样具有大蒜效果[/color],,
TOWERDEFENSE_PLANT_NULL_HANDBOOK_STORY,据说，待在大蒜花盆身上的植物比僵尸更想换行逃走，毕竟他身上的蒜味实在太过浓烈。“再忍忍吧！僵尸都很讨厌大蒜，有我的气味他们过不来的。”大蒜花盆自信道，不过他忘了，僵尸不管遇到什么都会先啃一口。,,

TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_NAME,QQ弹弹大喷菇,Spring Fumeshroom,Spring Fumeshroom
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_EXPRESTION,总有一天......,,
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-2[/color]\n\n韧性：[color=cc241d]300[/color]\n范围：[color=cc241d]前方一格[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]①消耗自身50点血量，弹开范围内的一只僵尸2格距离（弹开大型僵尸消耗血量翻倍）\n②可以将蜗牛壳弹至反向滚动（蜗牛壳所属阵营不变）[/color]\n彩蛋：[color=cc241d]可以点击该植物触发彩蛋动作[/color],,
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_HANDBOOK_STORY,吸收了过多蛋白的大喷菇，变得如同蹦床一样Q弹。被他吸引来的不只有爱蹦床的小孩子，还有他的粉丝。,,
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_CUSTOM_1_NAME,糖果拼盘,,
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_CUSTOM_1_ACCESS,每日挑战 2025/12月 累计完成28天,,
TOWERDEFENSE_PLANT_SPRINGFUMESHROOM_CUSTOM_1_STORY,被这么一大块橡皮糖弹开，僵尸会得蛀牙吗？,,

TOWERDEFENSE_PLANT_PUMPKINCANNON_NAME,南瓜加农炮,Pumpkin Cannon,Pumpkin Cannon
TOWERDEFENSE_PLANT_PUMPKINCANNON_EXPRESTION,手动发射南瓜，伤害僵尸或为植物提供护罩。,,
TOWERDEFENSE_PLANT_PUMPKINCANNON_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-3[/color]\n\n韧性：[color=cc241d]4000[/color]\n威力：[color=cc241d]1800/30秒（装填时间）[/color]\n范围：[color=cc241d]单格（点击区域）[/color]\n特点：[color=cc241d]\n①手动点击向指定格子发射南瓜，轰炸目标格子的所有僵尸，或为该格植物套上普通南瓜壳\n②若目标格子存在破损的南瓜壳，则会替换为全新南瓜壳\n③若目标格子存在未破损的南瓜壳，则生成125阳光\n④无法种植在水面上，且自身被视为实心南瓜壳（瞄准自己开炮生成125阳光）[/color],,
TOWERDEFENSE_PLANT_PUMPKINCANNON_HANDBOOK_STORY,南瓜加农炮经常被误认为是个万圣南瓜灯，但他并不在意，因为他最爱的节日就是万圣节。“不给糖就导弹”是他最喜欢的一句话——最后面那两个字不是错别字。,,
TOWERDEFENSE_PLANT_PUMPKINCANNON_CUSTOM_1_NAME,万圣狂欢,,
TOWERDEFENSE_PLANT_PUMPKINCANNON_CUSTOM_1_ACCESS,初始解锁,,
TOWERDEFENSE_PLANT_PUMPKINCANNON_CUSTOM_1_STORY,woooo~~他每年都在等待这一天！,,

TOWERDEFENSE_PLANT_STARLEAF_NAME,杨桃保护伞,Starleaf,Starleaf
TOWERDEFENSE_PLANT_STARLEAF_EXPRESTION,被杨桃保护伞弹飞的东西会变成流星砸下来！,,
TOWERDEFENSE_PLANT_STARLEAF_HANDBOOK_EXPRESTION,韧性：[color=cc241d]1000[/color]\n威力：[color=cc241d]100/每次弹飞[/color]\n范围：[color=cc241d]随机[/color]\n特点：[color=cc241d]每次弹飞僵尸或敌对投掷子弹时对距离自身直线距离最近的僵尸位置触发一次流星坠落，对其3x3范围内的僵尸造成100点伤害（20%概率触发高能流星坠落，伤害翻倍，附加2秒不叠加眩晕）[/color],,
TOWERDEFENSE_PLANT_STARLEAF_HANDBOOK_STORY,“你相信引力吗？”杨桃保护伞经常摆出一副神秘的表情说道，“看，那些飞上天的事物，终有一天会化作流星再次坠回大地——这就是万有引力的最佳证明。”,,

TOWERDEFENSE_PLANT_SQUASHKING_NAME,窝瓜王,Squash King,Squash King
TOWERDEFENSE_PLANT_SQUASHKING_EXPRESTION,影流之主！,,
TOWERDEFENSE_PLANT_SQUASHKING_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-7[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]5400[/color]\n范围：[color=cc241d]自身周围一格（索敌）/ 1×3（伤害范围）[/color]\n特点：[color=cc241d]伤害范围比原版窝瓜更大，且对伤害范围内的僵尸均造成5400伤害[/color],,
TOWERDEFENSE_PLANT_SQUASHKING_HANDBOOK_STORY,其实窝瓜更喜欢那件斗篷而不是王冠，每次王冠都弄的他头皮发痒。“要不是可以分身谁还带这王冠啊！”,,

TOWERDEFENSE_PLANT_WALLNUTSQUASH_NAME,窝瓜坚果,Squash Nut,Squash Nut
TOWERDEFENSE_PLANT_WALLNUTSQUASH_EXPRESTION,窝瓜坚果能给予敌人致命一击。,,
TOWERDEFENSE_PLANT_WALLNUTSQUASH_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-12[/color]\n\n韧性：[color=cc241d]4000[/color]\n威力：[color=cc241d]1800（亡语）[/color]\n范围：[color=cc241d]自身周围一格（亡语）[/color]\n亡语：[color=cc241d]血量变为300，并像原版窝瓜一样砸击僵尸[/color],,
TOWERDEFENSE_PLANT_WALLNUTSQUASH_HANDBOOK_STORY,窝瓜坚果和土豆地雷是青梅竹马，他们总有聊不完的天。“我喜欢做好完全的准备，到最后一刻再动手！”窝瓜坚果说道。土豆地雷赞同他的想法，只不过他并不喜欢酥酥麻麻的背部按摩——来自僵尸的按摩。,,

TOWERDEFENSE_PLANT_CHERRYPEA_NAME,豌豆炸弹,CherryPea,CherryPea
TOWERDEFENSE_PLANT_CHERRYPEA_EXPRESTION,豌豆炸弹能够发射十圈豌豆。,,
TOWERDEFENSE_PLANT_CHERRYPEA_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 7-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20×360[/color]\n范围：[color=cc241d]---[/color]\n特点：[color=cc241d]爆炸产生10圈向外发散的豌豆，每圈36颗豌豆[/color],,
TOWERDEFENSE_PLANT_CHERRYPEA_HANDBOOK_STORY,别让戴夫看到这个，不然他可能真的往许愿池里扔火爆辣椒。,,

TOWERDEFENSE_PLANT_WILDPEA_NAME,狂野机枪射手,WildPea,WildPea
TOWERDEFENSE_PLANT_WILDPEA_EXPRESTION,狂野机枪射手可以朝前方发射霰弹豌豆。,,
TOWERDEFENSE_PLANT_WILDPEA_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “狂野机枪射手-挑战3”[/color]\n\n韧性：[color=cc241d]1000[/color]\n威力：[color=cc241d]20×4×5/2s[/color]\n特性：[color=C71585]至尊金卡[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n范围：[color=cc241d]五个角度（索敌&弹道）发射总计20颗散射豌豆[/color],,
TOWERDEFENSE_PLANT_WILDPEA_HANDBOOK_STORY,作为机枪射手中最勇猛的机枪，在战场上的火力如同天上下陨石一样恐怖。\n哦对了，他的帽子其实是从隔壁家前院拿来的灌木丛，披风也是隔壁家的床单。,,
TOWERDEFENSE_PLANT_WILDPEA_CUSTOM_1_NAME,赛博狂潮,,
TOWERDEFENSE_PLANT_WILDPEA_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_WILDPEA_CUSTOM_1_STORY,特效：[color=cc241d]装扮该皮肤后，狂野机枪射手发射的豌豆子弹替换为赛博立方，经过火炬同样拥有专属点燃特效\n（仅外观变化，实际伤害和性质不变）[/color]\n\n来自未来时代的流行风格,,

TOWERDEFENSE_PLANT_QUEENSUNFLOWER_NAME,向日葵女王,Queen Sunflower,Queen Sunflower
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_EXPRESTION,发射追踪火球，生产大量阳光。,,
